0	38.93871	-77.1135
1	38.93841	-77.1125
2	38.94001	-77.1129
3	38.93731	-77.1125
4	38.93551	-77.1158
5	38.93681	-77.1168
6	38.93551	-77.1147
7	38.93801	-77.1153
8	38.93551	-77.1151
9	38.930311	-77.112
10	38.93551	-77.1133
11	38.933611	-77.1131
12	38.93551	-77.1121
13	38.934111	-77.1121
14	38.929611	-77.1164
15	38.929611	-77.1169
16	38.934511	-77.1112
17	38.934111	-77.1109
18	38.931211	-77.1116
19	38.931911	-77.1104
20	38.932511	-77.1093
21	38.930811	-77.1094
22	38.93551	-77.1069
23	38.934811	-77.1063
24	38.93591	-77.1066
25	38.93551	-77.1063
26	38.932311	-77.1092
27	38.932611	-77.1091
28	38.931511	-77.1082
29	38.934311	-77.1065
30	38.933611	-77.1089
31	38.930211	-77.1072
32	38.932111	-77.1071
33	38.931511	-77.1052
34	38.930211	-77.1125
35	38.924811	-77.1075
36	38.930011	-77.1106
37	38.928211	-77.11
38	38.930311	-77.1102
39	38.928711	-77.1092
40	38.929411	-77.108
41	38.927311	-77.1091
42	38.927211	-77.1086
43	38.906911	-77.0867
44	38.90665	-77.086829
45	38.929911	-77.1073
46	38.930111	-77.1058
47	38.928811	-77.1059
48	38.928211	-77.1069
49	38.927511	-77.1077
50	38.927011	-77.1056
51	38.925811	-77.1077
52	38.926211	-77.1069
53	38.926511	-77.1066
54	38.924611	-77.1073
55	38.919911	-77.1014
56	38.96291	-77.083
57	38.96351	-77.0823
58	38.96491	-77.0804
59	38.96661	-77.0784
60	38.96641	-77.0777
61	38.96471	-77.0803
62	38.96391	-77.0804
63	38.96391	-77.0799
64	38.96291	-77.0804
65	38.96371	-77.0773
66	38.96481	-77.0791
67	38.96561	-77.0783
68	38.96561	-77.0772
69	38.96481	-77.0772
70	38.96721	-77.0775
71	38.96701	-77.0773
72	38.96681	-77.0768
73	38.967569	-77.077089
74	38.96791	-77.0767
75	38.96751	-77.0767
76	38.96721	-77.0769
77	38.96741	-77.074499
78	38.96641	-77.0767
79	38.96861	-77.075799
80	38.96851	-77.072799
81	38.96931	-77.074899
82	38.96575	-77.0772
83	38.96581	-77.076299
84	38.96371	-77.075199
85	38.96291	-77.0772
86	38.96461	-77.075699
87	38.96551	-77.076199
88	38.96371	-77.071499
89	38.96281	-77.074699
90	38.97031	-77.072899
91	38.97041	-77.073199
92	38.96961	-77.074299
93	38.97031	-77.070599
94	38.96961	-77.072899
95	38.97261	-77.070499
96	38.97321	-77.069699
97	38.97321	-77.069399
98	38.973611	-77.069112
99	38.97391	-77.066599
100	38.97391	-77.068899
101	38.97131	-77.071599
102	38.97111	-77.071099
103	38.97151	-77.071299
104	38.97111	-77.066499
105	38.96961	-77.070199
106	38.96661	-77.072699
107	38.96741	-77.071699
108	38.96851	-77.069799
109	38.96561	-77.071999
110	38.96661	-77.070899
111	38.96471	-77.071599
112	38.96961	-77.068599
113	38.96661	-77.068899
114	38.96561	-77.070599
115	38.96751	-77.069199
116	38.96841	-77.066399
117	38.968475	-77.068615
118	38.96901	-77.068599
119	38.96961	-77.066499
120	38.96561	-77.068499
121	38.96481	-77.070199
122	38.96371	-77.070199
123	38.96291	-77.071499
124	38.96471	-77.068099
125	38.96371	-77.067599
126	38.96301	-77.070099
127	38.96561	-77.066499
128	38.97551	-77.066899
129	38.97621	-77.065999
130	38.97551	-77.065899
131	38.97671	-77.065199
132	38.97771	-77.063999
133	38.97761	-77.059499
134	38.97661	-77.060899
135	38.97861	-77.062699
136	38.97861	-77.057099
137	38.97881	-77.062399
138	38.98191	-77.058499
139	38.98251	-77.057199
140	38.98031	-77.057199
141	38.98311	-77.056499
142	38.98141	-77.055699
143	38.98351	-77.056099
144	38.98391	-77.055699
145	38.97971	-77.061199
146	38.97971	-77.059699
147	38.97991	-77.060999
148	38.98091	-77.059799
149	38.97571	-77.061999
150	38.97741	-77.058199
151	38.98121	-77.055899
152	38.98041	-77.055999
153	38.98091	-77.054399
154	38.97951	-77.056299
155	38.97951	-77.052099
156	38.97831	-77.052299
157	38.97721	-77.057199
158	38.97511	-77.061299
159	38.97691	-77.056099
160	38.97591	-77.058899
161	38.97581	-77.057499
162	38.97651	-77.055199
163	38.97511	-77.066599
164	38.97541	-77.066099
165	38.97491	-77.065599
166	38.97351	-77.064799
167	38.97481	-77.063099
168	38.97271	-77.066499
169	38.97191	-77.067299
170	38.97191	-77.066499
171	38.97271	-77.065199
172	38.97041	-77.066499
173	38.971131	-77.065169
174	38.972708	-77.064284
175	38.972697	-77.063687
176	38.973934	-77.062247
177	38.972396	-77.064058
178	38.97111	-77.063999
179	38.97131	-77.063299
180	38.96961	-77.065199
181	38.96961	-77.063999
182	38.97061	-77.062699
183	38.96961	-77.061999
184	38.96751	-77.066399
185	38.96841	-77.063999
186	38.96651	-77.066499
187	38.96751	-77.063899
188	38.96651	-77.063899
189	38.96471	-77.066399
190	38.96371	-77.066399
191	38.96291	-77.067299
192	38.96561	-77.063999
193	38.96461	-77.063899
194	38.96371	-77.064099
195	38.96291	-77.066499
196	38.96931	-77.063999
197	38.96881	-77.063899
198	38.96881	-77.062899
199	38.96871	-77.063099
200	38.96741	-77.063099
201	38.96651	-77.061299
202	38.96821	-77.063099
203	38.96861	-77.061599
204	38.96811	-77.061499
205	38.96741	-77.061299
206	38.96561	-77.062499
207	38.96331	-77.063999
208	38.96371	-77.063599
209	38.96291	-77.064499
210	38.96191	-77.063899
